paper_id,img_name,image_path,raw_caption,preprocessed_text,similarity,similarity_raw,negative_tokens,penalty,token_overlap_count,best_query,sbert_sim,best_sbert_query,combined_score,selected,extracted,sim_circuit_fundamentals,sim_quantum_algorithms,sim_variational_circuits,sim_communication_and_entanglement
2407.04826,decompNCV.png,images_extracted\2407_04826_1_decompNCV.png,The 4gt4_20 quantum circuit with NCV gates using IBM.,4gt4 quantum circuit ncv gate use ibm,0.5026206306664305,0.3066470366524731,0,0.0,4,variational_circuits,0.9068551063537598,quantum_algorithms,0.0,True,True,0.434964520208249,0.4046293295799178,0.5026206306664305,0.34479601854081243
2404.19458,fig16.png,images_extracted\2404_19458_0_fig16.png,GHZ-state purification of our protocol.,ghz state purif protocol,0.3436391949929711,0.16264264850418791,0,0.0,2,communication_and_entanglement,0.8681422472000122,communication_and_entanglement,0.0,True,True,0.2135470489868848,0.25031215669171797,0.2576534765691673,0.3436391949929711
2510.04993,__LATEX_RENDER__,,"A permutation gate in staircase form, consisting of 6 Toffoli gates.",permut gate staircas form consist toffoli gate,0.5014795614576387,0.28770173776595953,0,0.0,2,circuit_fundamentals,0.9098039865493774,circuit_fundamentals,0.0,True,False,0.5014795614576387,0.2907943222833596,0.3606326850841073,0.21257612172875812
2510.04993,__LATEX_RENDER__,,"This circuit for  _1,2,4_1,3,4_1,2,3 is in staircase form but not mismatch-free, as qubit 3 is used as a control for _1,3,4 and a target for _1,2,3.",circuit staircas form mismatch free qubit use control target,0.439328305165546,0.24919307551142944,0,0.0,4,circuit_fundamentals,0.8032174110412598,quantum_algorithms,0.0,True,False,0.439328305165546,0.34758624057762477,0.3989809354933822,0.2742867082168071
2504.11846,figure6.png,images_extracted\2504_11846_0_figure6.png,Entanglement circuit with repeated layers for VQC.,entangl circuit repeat layer vqc,0.46060070014470783,0.26344621371746485,0,0.0,3,variational_circuits,0.8753244876861572,variational_circuits,0.0,True,True,0.32042839304172577,0.35476273884815185,0.46060070014470783,0.3932715287937213
2504.11846,figure7.png,images_extracted\2504_11846_1_figure7.png,SWAP two-qubit circuit for U_ent.,swap twoqubit circuit uent,0.41435174967350535,0.1790985251509462,0,0.0,2,circuit_fundamentals,0.8694088459014893,communication_and_entanglement,0.0,True,True,0.41435174967350535,0.35167542537143465,0.3563450588398047,0.31945743569501656
2504.11846,figure1.png,images_extracted\2504_11846_2_figure1.png,The corresponding structural diagram.,correspond structur diagram,0.41070605267148685,0.1202458444483691,0,0.0,2,quantum_algorithms,0.8265936970710754,circuit_fundamentals,0.0,True,True,0.3574724819109331,0.41070605267148685,0.36521981444511215,0.3529807253815419
2504.11846,figure5.png,images_extracted\2504_11846_3_figure5.png,VQC circuit diagram.,vqc circuit diagram,0.4112302557934294,0.13887999139543894,0,0.0,2,circuit_fundamentals,0.7834939956665039,circuit_fundamentals,0.0,True,True,0.4112302557934294,0.39046203502777904,0.3938737125529119,0.339331814377209
2402.10173,2CNOT_Quantum_Circuit.pdf,,2 CNOT gates form a State Transfer Gate,cnot gate form state transfer gate,0.5119379301883225,0.27463024194198976,0,0.0,3,circuit_fundamentals,0.8857099413871765,circuit_fundamentals,0.0,True,False,0.5119379301883225,0.33403017504980076,0.42433966826141417,0.3272396826467868
2402.10173,2CNOT_2Ref_Quantum_Circuit.pdf,,2 CNOT gates form a State Transfer Gate,cnot gate form state transfer gate,0.5119379301883225,0.27463024194198976,0,0.0,3,circuit_fundamentals,0.8857099413871765,circuit_fundamentals,0.0,True,False,0.5119379301883225,0.33403017504980076,0.42433966826141417,0.3272396826467868
2402.10173,Proper_Qubit_Swap.pdf,,Proper SWAP Between Qubits,proper swap qubit,0.4638559327801913,0.3039860170182621,0,0.0,2,circuit_fundamentals,0.8527488708496094,circuit_fundamentals,0.0,True,False,0.4638559327801913,0.3274079326052169,0.3314729941230179,0.26934681764162155
2507.10395,Fig1x.pdf,images_extracted\2507_10395_0_Fig1x.pdf,Zero-controlled NOT gate and zero-controlled Z gate.,zero control gate zero control z gate,0.5632162118828146,0.2090217747402569,0,0.0,2,circuit_fundamentals,0.8208093643188477,circuit_fundamentals,0.0,True,True,0.5632162118828146,0.354245794273138,0.3681227027725531,0.27877822799701596
2407.16345,Fig9.png,images_extracted\2407_16345_0_Fig9.png,Quantum circuit of increment gate U_+1 and its controlled version according to Exercise 4.27 in <cit.>.,quantum circuit increment gate u control version accord exercis cit,0.449083159893179,0.31031766931752736,0,0.0,4,circuit_fundamentals,0.8857142925262451,quantum_algorithms,0.0,True,True,0.449083159893179,0.3406230148146494,0.41656925991722277,0.2915381422885721
2407.16345,Fig2.png,images_extracted\2407_16345_1_Fig2.png,"(a) Proposed quantum circuit of LIU based on a linear interpolated diagonal unitary matrix. The controlled W_j gate with control qubit |k_p^'⟩ and target register |k⟩_m is denoted by CW_j^(p). 
(b) Quantum circuit of CW_j^(p) using two U_M^(j), a controlled increment gate U_+1, and its inverse.",propos quantum circuit liu base linear interpol diagon unitari matrix control wj gate control qubit kp target regist k m denot cwj p b quantum circuit cwj p use um j control increment gate u invers,0.4232689403347306,0.3307299235617137,0,0.0,6,circuit_fundamentals,0.8334003686904907,circuit_fundamentals,0.0,True,True,0.4232689403347306,0.2883608120899838,0.36527227409369845,0.22378812598463488
2505.09320,_circuit_hsim2.pdf,images_extracted\2505_09320_0__circuit_hsim2.pdf,"Two simplest quantum circuits for exp (-i H_2 τ). The circuits of exp (-i cl^-1 h_j τ) (1 ≤ j ≤ n) are concatenated in the increasing order (above) 
and the decreasing order (below).",simplest quantum circuit exp h2 circuit exp cl hj j n concaten increas order decreas order,0.41811835038690776,0.2604789548896782,0,0.0,2,variational_circuits,0.8973596692085266,quantum_algorithms,0.0,True,True,0.3497390119431706,0.39606573492894853,0.41811835038690776,0.3902471081355733
2505.09320,_c4rz_vchain.pdf,images_extracted\2505_09320_1__c4rz_vchain.pdf,The Z rotation gate with four control qubits (left) and its vchain decomposition (right).,z rotat gate control qubit left vchain decomposit right,0.5034433006276867,0.26344899715133374,0,0.0,4,circuit_fundamentals,0.8673266768455505,circuit_fundamentals,0.0,True,True,0.5034433006276867,0.3748078919558817,0.46505722946167005,0.34692204027414847
2505.09320,_c4rz.pdf,images_extracted\2505_09320_2__c4rz.pdf,The Z rotation gate with four control qubits (left) and its vchain decomposition (right).,z rotat gate control qubit left vchain decomposit right,0.5034433006276867,0.26344899715133374,0,0.0,4,circuit_fundamentals,0.8673266172409058,circuit_fundamentals,0.0,True,True,0.5034433006276867,0.3748078919558817,0.46505722946167005,0.34692204027414847
2409.00792,NM_vs_nM-eps-converted-to.pdf,images_extracted\2409_00792_0_NM_vs_nM-eps-converted-to.pdf,The complexity of the classical algorithm (o(MN)) and the proposed quantum algorithm (o(MLog(N))).,complex classic algorithm o mn propos quantum algorithm o mlog n,0.3835926323989337,0.26058742560553744,0,0.0,3,quantum_algorithms,0.8858554363250732,quantum_algorithms,0.0,True,True,0.2526566548212583,0.3835926323989337,0.3386145836613638,0.32686410787424897
2507.20599,__LATEX_RENDER__,,A quantum circuit for the (eve,quantum circuit eve,0.4946097235959429,0.19241021317269114,0,0.0,2,variational_circuits,0.9424848556518555,quantum_algorithms,0.0,True,False,0.4418633972283621,0.4741255821069412,0.4946097235959429,0.4489350032304299
2508.07977,fig1.png,images_extracted\2508_07977_0_fig1.png,Left. Circuit for deterministic preparation of a |W^3⟩ state from three separable qubits. Right. Circuit for deterministic expansion of a three-qubit W state into a four-qubit Dicke state.,left circuit determinist prepar w state separ qubit right circuit determinist expans threequbit w state qubit dick state,0.3622528086061051,0.19155079178256817,0,0.0,4,circuit_fundamentals,0.8626758456230164,circuit_fundamentals,0.0,True,True,0.3622528086061051,0.27436610236353154,0.2777065563322876,0.2932295605263653
2403.07100,singlets_triplets.pdf,images_extracted\2403_07100_0_singlets_triplets.pdf,a) Circuit Û_s for preparing the |ϕ_0⟩ state on 4 qubits. b) Circuit for preparing the |ϕ_1⟩ state on 8 qubits.,circuit s prepar state qubit b circuit prepar state qubit,0.5094248929134928,0.23396956131969027,0,0.0,4,circuit_fundamentals,0.8716208338737488,circuit_fundamentals,0.0,True,True,0.5094248929134928,0.4516396284812023,0.45543667703970037,0.46325777214178837
2501.01214,concat.pdf,images_extracted\2501_01214_0_concat.pdf,Two ways of concatenating circuits which use workspace qubits.,way concaten circuit use workspac qubit,0.5178533803023571,0.23585057511613428,0,0.0,3,circuit_fundamentals,0.8549163341522217,circuit_fundamentals,0.0,True,True,0.5178533803023571,0.453290316177667,0.49944846402521764,0.3804724568563336
2501.01214,Dicke.pdf,images_extracted\2501_01214_1_Dicke.pdf,An _n-symmetric circuit for preparing the Dicke state |D^n_k⟩.,n symmetr prepar dick state d nk,0.42730552642444475,0.2665620986204302,0,0.0,2,communication_and_entanglement,0.851545512676239,circuit_fundamentals,0.0,True,True,0.2306373758095767,0.2706995389882091,0.2761448977010348,0.42730552642444475
2406.06288,number_qubits_b_2sparsity_level_0_number_gates_log.pdf,images_extracted\2406_06288_0_number_qubits_b_2sparsity_level_0_number_gates_log.pdf,Single qubit gates.,singl qubit gate,0.5554681709040832,0.32644612506981086,0,0.0,2,circuit_fundamentals,0.9354181289672852,circuit_fundamentals,0.0,True,True,0.5554681709040832,0.4607070494739707,0.5220302567468804,0.42822111513905947
2406.06288,number_qubits_b_2sparsity_level_0_number_two_qubit_gates_log.pdf,images_extracted\2406_06288_1_number_qubits_b_2sparsity_level_0_number_two_qubit_gates_log.pdf,Single qubit gates.,singl qubit gate,0.5554681709040832,0.32644612506981086,0,0.0,2,circuit_fundamentals,0.9354181289672852,circuit_fundamentals,0.0,True,True,0.5554681709040832,0.4607070494739707,0.5220302567468804,0.42822111513905947
2504.19053,circ.png,images_extracted\2504_19053_0_circ.png,The quantum circuit in QFGN.,quantum circuit qfgn,0.5512456166274783,0.28530053575364145,0,0.0,2,variational_circuits,0.9381287097930908,quantum_algorithms,0.0,True,True,0.48695396371810995,0.5337572337645266,0.5512456166274783,0.5240281586967416
2508.07026,__LATEX_RENDER__,,Rotation gates,rotat gate,0.5793939874704072,0.328088311332156,0,0.0,2,variational_circuits,0.8776527643203735,variational_circuits,0.0,True,False,0.4262786946225328,0.4280652284530836,0.5793939874704072,0.4450454964585696
2508.07026,__LATEX_RENDER__,,Rotation gates,rotat gate,0.5793939874704072,0.328088311332156,0,0.0,2,variational_circuits,0.877652645111084,variational_circuits,0.0,True,False,0.4262786946225328,0.4280652284530836,0.5793939874704072,0.4450454964585696
2404.07034,example_transpile.png,images_extracted\2404_07034_0_example_transpile.png,The circuit with virtual qubits,circuit virtual qubit,0.44071102631825143,0.25311036877186643,0,0.0,2,circuit_fundamentals,0.9206804037094116,circuit_fundamentals,0.0,True,True,0.44071102631825143,0.42540070375930555,0.43627162935462366,0.40094452555706844
2404.07034,example_transpile.png,images_extracted\2404_07034_0_example_transpile.png,The circuit with virtual qubits,circuit virtual qubit,0.44071102631825143,0.25311036877186643,0,0.0,2,circuit_fundamentals,0.9206804037094116,circuit_fundamentals,0.0,True,False,0.44071102631825143,0.42540070375930555,0.43627162935462366,0.40094452555706844
2404.07034,transpilation.jpg,images_extracted\2404_07034_2_transpilation.jpg,The circuit with virtual qubits,circuit virtual qubit,0.44071102631825143,0.25311036877186643,0,0.0,2,circuit_fundamentals,0.9206804037094116,circuit_fundamentals,0.0,True,True,0.44071102631825143,0.42540070375930555,0.43627162935462366,0.40094452555706844
2508.12444,PassProcess.pdf,images_extracted\2508_12444_0_PassProcess.pdf,Imperfect defect-assisted braiding procedure. The golden dashed lines represent the residual coupling strength δ between the zero modes and other parts of the tri-junction as the zero modes pass through the local defect.,imperfect defect assist braid procedur golden dash line repres residu coupl strength zero mode part tri junction zero mode pass local defect,0.3027929937810161,0.2678737648011114,0,0.0,2,circuit_fundamentals,0.66783607006073,variational_circuits,0.0,True,True,0.3027929937810161,0.21477443866955936,0.2193267761416453,0.22579059448672154
2401.07574,fig1.png,images_extracted\2401_07574_0_fig1.png,Schematic diagram of the two qubits TC model. The two green balls denote two qubits. The interaction exists only between the qubit and the optical field; there is no interaction between the two qubits.,schemat diagram qubit tc model green ball denot qubit interact exist qubit optic field interact qubit,0.4691350597419093,0.2746274671062499,0,0.0,3,circuit_fundamentals,0.8413874506950378,circuit_fundamentals,0.0,True,True,0.4691350597419093,0.31980964566799497,0.3088105110343457,0.21036816129551755
2403.05908,circuit3.pdf,images_extracted\2403_05908_0_circuit3.pdf,"Ancilla-free quantum circuit that evaluates ℐm[⟨ψ |V̂^†_2 V̂_1|ψ⟩]. Two circuits are required, one with the multi-qubit gate e^iπσ̂_1/4 and the other with e^-iπσ̂_1/4.",ancilla free quantum circuit evalu m v v circuit requir multiqubit gate e e,0.5254095358910948,0.32665224069870624,0,0.0,3,variational_circuits,0.8679739236831665,quantum_algorithms,0.0,True,True,0.5098774049068533,0.4487364175990241,0.5254095358910948,0.3671332364122873
2403.05908,ising_circuit.pdf,images_extracted\2403_05908_1_ising_circuit.pdf,"Ansatz construction. (a) 3 qubit TFIM. The circles represent the qubits and the lines the nearest-neighbor interactions. (b) Parameterized circuit Û, composed of N_l repetitions of single-qubit R̂_x gates and two-qubit R̂_zz gates (see Eq.(<ref>)). The total number of parameterized gates is N_l(n+E), with E the number of ⟨ i,j⟩ pairs of nearest neighbouring sites.",ansatz construct qubit tfim circl repres qubit line nearest neighbor interact b parameter circuit compos nl repetit singlequbit r x gate twoqubit r zz gate eq ref total number parameter gate nl n e e number j pair nearest neighbour site,0.6678698721162046,0.369774383204361,0,0.0,9,circuit_fundamentals,0.8261775970458984,variational_circuits,0.0,True,True,0.6678698721162046,0.4399421031519255,0.5711289685267551,0.3611268882350349
2502.14240,E_QKD.png,images_extracted\2502_14240_0_E_QKD.png,Our entanglement-based satellite quantum communication system. HWP: Half-wave plate; PBS: Polarizing beam splitter; SPD: Single-photon detector; BS: Beam splitter.,entangl base satellit quantum commun hwp half wave plate pb polar beam splitter spd singlephoton detector bs beam splitter,0.49249057865923135,0.4266455238240021,0,0.0,3,communication_and_entanglement,0.8249969482421875,communication_and_entanglement,0.0,True,True,0.2273623566682753,0.2767888568985782,0.33303400780973796,0.49249057865923135
2501.08793,Hamiltonian_averaging.pdf,images_extracted\2501_08793_0_Hamiltonian_averaging.pdf,Diagram highlighting the correspondence between the classical Krylov-Bogoliubov and quantum van Vleck Floquet expansions to obtain an effective Hamiltonian for the stroboscopic dynamics.,diagram highlight correspond classic krylov bogoliubov quantum van vleck floquet expans obtain effect hamiltonian stroboscop dynam,0.3346451806696446,0.2743584299271653,0,0.0,3,communication_and_entanglement,0.7351043224334717,variational_circuits,0.0,True,True,0.2918562871410615,0.2497349645114077,0.2603956630139524,0.3346451806696446
2510.17140,fig4.pdf,images_extracted\2510_17140_0_fig4.pdf,Circuit decomposition of a CCRZ gate with α = θ/4.,circuit decomposit ccrz gate,0.41476025905323344,0.3051648844005716,0,0.0,2,circuit_fundamentals,0.7745361328125,quantum_algorithms,0.0,True,True,0.41476025905323344,0.2940390890106028,0.38366336302088827,0.23161096358203476
2504.19827,__LATEX_RENDER__,,"Quantum in-place square (inSQ) based on a quantum multiplier (MUL) and a square root (SQRT) routine.
		The CNOT^⊗ r represents r parallel CNOT gates.
		The ancilla qubits used in MUL and SQRT are hidden.",quantum place squar insq base quantum multipli mul squar root sqrt routin cnot r repres r parallel cnot gate ancilla qubit use mul sqrt hidden,0.5888923446447878,0.3549718826082395,0,0.0,6,circuit_fundamentals,0.8079070448875427,circuit_fundamentals,0.0,True,False,0.5888923446447878,0.35505127255735375,0.41442484740736996,0.2879305096270066
2510.22601,ClosedUniverse1.png,,"Quantum bit threads and closed universes I: the AdS bulk timeslice, the hyperbolic disk, is entangled with a closed universe S^d. The constraint in (<ref>) allows threads to end in the AdS bulk, but then also forces them to reappear in the closed universe, and then return to the AdS bulk, because it requires ∫_Σ∇· v = 0 for a pure boundary state, and we have taken A = Σ. As depicted, the net maximal boundary flux is ∫_A n· v = S(A) = 0.",quantum bit thread close univers ad bulk timeslic hyperbol disk entangl close univers s d constraint ref allow thread end ad bulk forc reappear close univers return ad bulk requir v pure boundari state taken depict net maxim boundari flux n v s,0.33723759333557723,0.294432493518794,0,0.0,3,communication_and_entanglement,0.7757344245910645,communication_and_entanglement,0.0,True,False,0.15561984811412277,0.19243695742847855,0.24080423467350048,0.33723759333557723
2510.06318,__LATEX_RENDER__,,"Clifford circuit with few number of non-Clifford single qubits gates, acting on initial product state.",clifford circuit number non clifford singl qubit gate act initi product state,0.32131879035280275,0.3136330893987369,0,0.0,4,circuit_fundamentals,0.8350796699523926,circuit_fundamentals,0.0,True,False,0.32131879035280275,0.1725118163648483,0.26932441953689407,0.15398165974660138
2411.08928,fig3_feynmanrandomckts.jpg,images_extracted\2411_08928_0_fig3_feynmanrandomckts.jpg,Feynman-path diagram for a Random quantum circuit.,feynman path diagram random quantum circuit,0.34242653363571973,0.1987315313277228,0,0.0,3,circuit_fundamentals,0.8937182426452637,communication_and_entanglement,0.0,True,True,0.34242653363571973,0.30956653903853953,0.3193380496819432,0.26697932056359513
2401.07302,26,,Electrical circuit diagram of a three-qubit device<cit.>.,electr circuit diagram threequbit devic cit,0.45227238750398246,0.17069038373096987,0,0.0,2,circuit_fundamentals,0.9220831394195557,circuit_fundamentals,0.0,True,True,0.45227238750398246,0.3982013076590276,0.39503118397796855,0.3150481971251111
2401.07302,4,,Quantum  circuit for creating  the GHZ state.,quantum circuit creat ghz state,0.5072775315983085,0.30177066436667344,0,0.0,3,communication_and_entanglement,0.899069607257843,communication_and_entanglement,0.0,True,True,0.40357222424741035,0.4577580255388554,0.47666565985372716,0.5072775315983085
2401.07302,3,,Quantum  circuit for creating  the Bell state.,quantum circuit creat bell state,0.6595008899687215,0.4662089663775137,0,0.0,4,communication_and_entanglement,0.89726722240448,circuit_fundamentals,0.0,True,True,0.45812200246087675,0.5125316837661074,0.5271234421324369,0.6595008899687215
2401.07302,40,,Schematic circuit   of the two-qubit  Grover  algorithm<cit.>.,schemat circuit twoqubit grover algorithm cit,0.5482046158083442,0.271508303807436,0,0.0,4,quantum_algorithms,0.8893860578536987,circuit_fundamentals,0.0,True,False,0.4613400651141538,0.5482046158083442,0.47838793008716884,0.40735782646483065
2401.07302,36,,Schematic circuit of a three-qubit Grover's algorithm<cit.>.,schemat circuit threequbit grover s algorithm cit,0.5301234503275374,0.271508303807436,0,0.0,4,quantum_algorithms,0.8842078447341919,circuit_fundamentals,0.0,True,True,0.4402178301237215,0.5301234503275374,0.4565755829162961,0.3855109401490986
2401.07302,42,,Schematic circuit   of the three-qubit  Grover  algorithm<cit.>.,schemat circuit threequbit grover algorithm cit,0.5482046158083442,0.271508303807436,0,0.0,4,quantum_algorithms,0.8833766579627991,circuit_fundamentals,0.0,True,True,0.4613400651141538,0.5482046158083442,0.47838793008716884,0.40735782646483065
2401.07302,2,,"Quantum circuit representation for   CNOT gate. Here  x,y=0 or 1 and ⊕ denotes the addition  modulo2,  while the vertical line between the control
			and target qubit represents  the circuit  diagram of CNOT gate.",quantum circuit represent cnot gate x y denot addit modulo2 vertic line control target qubit repres circuit diagram cnot gate,0.7629726476393386,0.5249904419329539,0,0.0,9,circuit_fundamentals,0.8706115484237671,circuit_fundamentals,0.0,True,True,0.7629726476393386,0.4916189495071111,0.49168705544193914,0.3708231156108571
2401.07302,39,,Schematic circuit   of  Grover's   algorithm<cit.>.,schemat circuit grover s algorithm cit,0.5482046158083442,0.271508303807436,0,0.0,4,quantum_algorithms,0.8361846208572388,quantum_algorithms,0.0,True,True,0.4613400651141538,0.5482046158083442,0.47838793008716884,0.40735782646483065
2401.07302,13,,a) Circuit diagram corresponding to the Cooper pair box schematic in Fig. (<ref>a). b) Circuit diagram corresponding to the Cooper pair box schematic in Fig. (<ref>b).,diagram correspond cooper pair box schemat fig ref b diagram correspond cooper pair box schemat fig ref b,0.4171388061396984,0.1434588045715866,0,0.0,3,circuit_fundamentals,0.8100049495697021,quantum_algorithms,0.0,True,True,0.4171388061396984,0.3610173100068033,0.3517058067911019,0.383389825869895
2409.11876,States.png,images_extracted\2409_11876_0_States.png,Schematic representation of our protocol.,schemat represent protocol,0.41203927205417695,0.12369834671733101,0,0.0,2,communication_and_entanglement,0.8291141986846924,circuit_fundamentals,0.0,True,True,0.33103545848883253,0.33552956941386414,0.3452359545864301,0.41203927205417695
2407.06415,twoQubitGatePool.eps,images_extracted\2407_06415_0_twoQubitGatePool.eps,Two qubit gate pool block diagram,qubit gate pool block diagram,0.5627768760094498,0.31689760015298307,0,0.0,4,circuit_fundamentals,0.8599103689193726,circuit_fundamentals,0.0,True,True,0.5627768760094498,0.49351999525758555,0.5066360978432487,0.4253876245687064
2407.06415,oneQubitGatePool.eps,images_extracted\2407_06415_1_oneQubitGatePool.eps,One qubit gate pool block diagram,qubit gate pool block diagram,0.5627768760094498,0.31689760015298307,0,0.0,4,circuit_fundamentals,0.8587014675140381,circuit_fundamentals,0.0,True,True,0.5627768760094498,0.49351999525758555,0.5066360978432487,0.4253876245687064
2403.03667,lambda_1-Phi.pdf,images_extracted\2403_03667_0_lambda_1-Phi.pdf,"The quantities λ_1,2(Φ) associated to a quantum channel Φ : d→d.",quantiti associ quantum channel d d,0.4169378146998505,0.2805646755205504,0,0.0,2,communication_and_entanglement,0.8334722518920898,quantum_algorithms,0.0,True,True,0.24563752044742562,0.30632572642353484,0.3253983709702053,0.4169378146998505
2403.03667,lambda_2-Phi.pdf,images_extracted\2403_03667_1_lambda_2-Phi.pdf,"The quantities λ_1,2(Φ) associated to a quantum channel Φ : d→d.",quantiti associ quantum channel d d,0.4169378146998505,0.2805646755205504,0,0.0,2,communication_and_entanglement,0.8334722518920898,quantum_algorithms,0.0,True,True,0.24563752044742562,0.30632572642353484,0.3253983709702053,0.4169378146998505
2405.12030,metrology.pdf,images_extracted\2405_12030_0_metrology.pdf,Diagram depicting the typical steps in quantum parameter estimation.,diagram depict typic step quantum paramet estim,0.4310809298712069,0.16281412129703862,0,0.0,3,quantum_algorithms,0.877312183380127,quantum_algorithms,0.0,True,True,0.4025152395013103,0.4310809298712069,0.4061136508822443,0.37561576166915195
2408.01234,teleportation.pdf,images_extracted\2408_01234_0_teleportation.pdf,Quantum teleportation: an unknown qubit is transferred from Alice to Bob by consuming an entangled pair A-B shared between Alice and Bob.,quantum teleport unknown qubit transfer alic bob consum entangl pair b share alic bob,0.49133756999986156,0.30367231992946875,0,0.0,5,communication_and_entanglement,0.8528745770454407,communication_and_entanglement,0.0,True,True,0.40255579182708195,0.3697455498994461,0.38714515698081503,0.49133756999986156
2412.03939,real_circuit.pdf,images_extracted\2412_03939_0_real_circuit.pdf,"Quantum circuit for solving the spring-mass problem using qANM, executed on the Quafu quantum processor.",quantum circuit solv spring mass problem use qanm execut quafu quantum processor,0.4891518750085669,0.2850622359160404,0,0.0,3,variational_circuits,0.7988341450691223,quantum_algorithms,0.0,True,True,0.3980096319081138,0.43762528888477,0.4891518750085669,0.42042863377939216
2502.20799,H2O_gap.pdf,images_extracted\2502_20799_0_H2O_gap.pdf,"The absolute spectral gap δ obtained by diagonalizing the transition matrix 𝒫 
    of each proposal for the ground state of H2O. 
    For the Quantum proposal, δ is obtained as the maximal absolute spectral gap by scanning τ from 0.1 to 40.0 with a step size of 0.2. δ for the classical proposals, Quantum and Effective proposals with or without the hopping term in the OAO (a) or CMO (b) basis. δ for the Quantum (hopping) and the Effective (hopping) proposals with different γ_e selections in the OAO (c) or CMO (d).",absolut spectral gap obtain diagon transit matrix propos ground state h2o quantum propos obtain maxim absolut spectral gap scan step size classic propos quantum effect propos hop term oao cmo b basi quantum hop effect hop propos differ e select oao c cmo d,0.32178840787438834,0.28066219266100056,0,0.0,3,communication_and_entanglement,0.7920377254486084,variational_circuits,0.0,True,True,0.19818460136803007,0.20249865108632803,0.2158045046044762,0.32178840787438834
2410.12660,circuit-execution.pdf,images_extracted\2410_12660_0_circuit-execution.pdf,"A single-qubit circuit, which applies the Pauli gates X, Y, and Z in succession.",singlequbit circuit appli pauli gate x y z success,0.5768985373977702,0.2864410821952323,0,0.0,3,circuit_fundamentals,0.9358667135238647,circuit_fundamentals,0.0,True,True,0.5768985373977702,0.3859921882654778,0.4253273043439292,0.2978728251423683
